1,0.03,-0.02,-1.05
53,0.00,-0.04,-1.05
105,0.03,-0.02,-1.05
157,0.00,-0.03,-1.05
209,0.03,-0.02,-1.05
262,0.04,-0.02,-1.06
314,0.02,-0.02,-1.06
366,0.03,-0.02,-1.05
418,0.03,-0.02,-1.04
471,0.02,-0.03,-1.05
523,0.04,-0.01,-1.05
575,0.01,-0.03,-1.05
627,0.02,-0.02,-1.05
679,0.02,-0.02,-1.05
732,0.03,-0.02,-1.05
784,0.03,-0.02,-1.06
836,0.02,-0.02,-1.05
888,0.02,-0.02,-1.06
941,0.03,-0.02,-1.05
993,0.02,-0.02,-1.05
1045,0.01,-0.03,-1.05
1097,0.02,-0.02,-1.05
1149,0.02,-0.02,-1.05
1202,0.03,-0.02,-1.05
1254,0.02,-0.03,-1.05
1306,0.03,-0.01,-1.06
1358,0.03,-0.02,-1.05
1411,0.02,-0.02,-1.05
1463,0.03,-0.02,-1.05
1515,0.03,-0.02,-1.05
1567,0.03,-0.02,-1.06
1619,0.02,-0.02,-1.05
1673,0.03,-0.03,-1.05
1725,0.04,-0.01,-1.05
1777,0.02,-0.02,-1.05
1829,0.03,-0.02,-1.05
1882,0.02,-0.02,-1.06
1934,0.02,-0.02,-1.05
1986,0.04,-0.01,-1.05
2038,0.05,-0.01,-1.05
2091,0.04,-0.01,-1.06
2143,0.01,-0.02,-1.06
2195,0.04,-0.02,-1.05
2247,0.02,-0.02,-1.05
2299,0.04,-0.02,-1.05
2352,0.02,-0.02,-1.05
2404,0.03,-0.02,-1.06
2456,0.01,-0.02,-1.05
2508,0.03,-0.02,-1.05
2562,0.04,-0.01,-1.06
2614,0.02,-0.01,-1.05
2666,0.03,-0.01,-1.05
2718,0.01,-0.02,-1.05
2770,0.02,-0.02,-1.05
2823,0.01,-0.02,-1.05
2875,0.01,-0.02,-1.06
2927,0.01,-0.02,-1.06
2979,0.04,-0.02,-1.05
3032,0.03,-0.02,-1.06
3084,0.01,-0.02,-1.05
3136,0.01,-0.02,-1.07
3188,0.03,-0.02,-1.06
3240,0.02,-0.02,-1.05
3293,0.01,-0.02,-1.05
3345,0.02,-0.03,-1.05
3397,0.04,-0.01,-1.06
3449,0.01,-0.02,-1.06
3503,0.03,-0.02,-1.06
3555,0.01,-0.03,-1.05
3607,0.02,-0.03,-1.04
3659,0.04,-0.02,-1.06
3712,0.03,-0.02,-1.06
3764,0.04,-0.02,-1.05
3816,0.04,-0.02,-1.05
3868,0.01,-0.02,-1.06
3920,0.04,-0.02,-1.05
3973,0.02,-0.02,-1.06
4025,0.04,-0.01,-1.06
4077,0.04,-0.02,-1.05
4129,0.02,-0.03,-1.05
4182,0.01,-0.02,-1.05
4234,0.04,-0.02,-1.05
4286,0.01,-0.03,-1.06
4338,0.04,-0.01,-1.07
4391,-0.00,-0.03,-1.05
4444,0.03,-0.02,-1.05
4496,0.04,-0.02,-1.05
4548,0.03,-0.02,-1.05
4600,0.01,-0.03,-1.05
4653,0.04,-0.02,-1.05
4705,0.02,-0.03,-1.06
4757,0.04,-0.02,-1.06
4809,0.03,-0.02,-1.05
4861,0.03,-0.01,-1.06
4914,0.02,-0.02,-1.06
4966,0.02,-0.03,-1.06
5018,0.03,-0.02,-1.05
5070,0.03,-0.01,-1.06
5123,0.04,-0.03,-1.05
5175,0.04,-0.02,-1.05
5227,0.02,-0.01,-1.05
5279,0.03,-0.01,-1.05
5332,0.02,-0.02,-1.06
5385,0.04,-0.02,-1.05
5437,0.04,-0.02,-1.05
5489,0.00,-0.03,-1.05
5541,0.03,-0.02,-1.05
5594,0.03,-0.01,-1.06
5646,0.02,-0.02,-1.05
5698,0.02,-0.03,-1.04
5750,0.02,-0.01,-1.05
5803,0.02,-0.02,-1.05
5855,0.02,-0.02,-1.06
5907,0.03,-0.02,-1.06
5959,0.02,-0.03,-1.06
6011,0.02,-0.02,-1.06
6064,0.02,-0.03,-1.05
6116,0.03,-0.01,-1.05
6168,0.04,-0.01,-1.04
6221,0.02,-0.02,-1.05
6274,0.02,-0.03,-1.05
6326,0.01,-0.02,-1.05
6378,0.04,-0.01,-1.04
